SceneID,UniformMassA,UniformMassB,UniformOffset,MassFactorA,MassFactorB,ActualOffset_s
1,0.816382358947652,0.534535934488828,0.558269433278539,1.03163823589477,1.00345359344888,35.2913471663927
2,0.815169319758755,0.673954079919682,0.990307053307848,1.03151693197588,1.01739540799197,37.4515352665392
3,0.782493316332477,0.828991542491988,0.208749538205887,1.02824933163325,1.0328991542492,33.5437476910294
4,0.0237414286742986,0.997852865584119,0.668263773111117,0.95237414286743,1.04978528655841,35.8413188655556
5,0.0262546606730124,0.179958124061663,0.609937063263991,0.952625466067301,0.967995812406166,35.54968531632
6,0.308115609120009,0.811351791216718,0.0802129809730561,0.980811560912001,1.03113517912167,32.9010649048653
7,0.181492412700012,0.61043204095907,0.824707619409377,0.968149241270001,1.01104320409591,36.6235380970469
8,0.393790335945953,0.389401776066044,0.235274874848501,0.989379033594595,0.988940177606604,33.6763743742425
9,0.958124080563565,0.870017434055954,0.419351368039002,1.04581240805636,1.0370017434056,34.596756840195
10,0.654171935993166,0.0150151874672591,0.177796938926936,1.01541719359932,0.951501518746726,33.3889846946347
11,0.366084475147974,0.150570425231349,0.44062005297363,0.986608447514797,0.965057042523135,34.7031002648682
12,0.399872460747658,0.755453903818708,0.364625280656918,0.989987246074766,1.02554539038187,34.3231264032846
13,0.174535183346282,0.994829578486893,0.756478601284153,0.967453518334628,1.04948295784869,36.2823930064208
14,0.649888225391399,0.417283857755891,0.531252485469905,1.01498882253914,0.991728385775589,35.1562624273495
15,0.029500882409186,0.267626502585323,0.322168451409948,0.952950088240919,0.976762650258532,34.1108422570497
16,0.191825115772469,0.725735605122389,0.437506688977477,0.969182511577247,1.02257356051224,34.6875334448874
17,0.226097375654664,0.716309960449201,0.0357405566573941,0.972609737565466,1.02163099604492,32.678702783287
18,0.215164297806423,0.442854813188088,0.714844194977313,0.971516429780642,0.994285481318809,36.0742209748866
19,0.665596938555674,0.228525229820861,0.169741503479194,1.01655969385557,0.972852522982086,33.348707517396
20,0.700333508206529,0.775344468712949,0.317875493699143,1.02003335082065,1.02753444687129,34.0893774684957
21,0.897267498124936,0.0456134499537915,0.415109559246727,1.03972674981249,0.954561344995379,34.5755477962336
22,0.425000102415316,0.465949755238395,0.538811790166604,0.992500010241532,0.996594975523839,35.194058950833
23,0.58279964606837,0.0891045109447947,0.964043266907241,1.00827996460684,0.958910451094479,37.3202163345362
24,0.293089406814023,0.0743728112601887,0.189415000440457,0.979308940681402,0.957437281126019,33.4470750022023
25,0.228201813457821,0.431218243525517,0.654916250507458,0.972820181345782,0.993121824352552,35.7745812525373
26,0.0922606268643231,0.793490561440075,0.827721929099244,0.959226062686432,1.02934905614401,36.6386096454962
27,0.273189629945684,0.972496165833988,0.504794475081044,0.977318962994568,1.0472496165834,35.0239723754052
28,0.991553671942281,0.450585322295749,0.362096132355263,1.04915536719423,0.995058532229575,34.3104806617763
29,0.48412913708196,0.673749654541119,0.0958068052895685,0.998412913708196,1.01737496545411,32.9790340264478
30,0.129859448722897,0.125981318477909,0.810145054215078,0.96298594487229,0.962598131847791,36.5507252710754
31,0.935147780515902,0.290664458771432,0.420701423987147,1.04351477805159,0.979066445877143,34.6035071199357
32,0.89356153650547,0.927539817258721,0.377122040899269,1.03935615365055,1.04275398172587,34.3856102044963
33,0.550760479308567,0.238177732167918,0.251417041329381,1.00507604793086,0.973817773216792,33.7570852066469
34,0.793655542095147,0.124439106515072,0.694822022891035,1.02936555420951,0.962443910651507,35.9741101144552
35,0.95607634723779,0.245593780879001,0.0331638824816417,1.04560763472378,0.9745593780879,32.6658194124082
36,0.172758732275788,0.257169197246071,0.260605672926434,0.967275873227579,0.975716919724607,33.8030283646322
37,0.668692036420943,0.203810336957218,0.974932003786494,1.01686920364209,0.970381033695722,37.3746600189325
